pv_power_kW,ghi_Wm2,temperature_C
0.0000,0.0000,19.2763
0.0000,0.0000,13.8465
0.0000,0.0000,16.6694
0.0000,0.0000,15.2216
0.0000,0.0000,16.9306
0.0000,0.0000,15.5047
0.0000,0.0000,19.2255
0.0000,0.0000,17.7297
0.0000,0.0000,16.9426
0.0000,0.0000,17.8654
0.0000,0.0000,15.4850
10.2348,44.4220,14.9536
22.3236,96.8904,17.2874
33.4445,145.1586,17.1729
42.0041,182.3096,16.6181
56.3668,244.6477,14.8456
67.3668,292.3905,13.5833
74.2214,322.1413,14.0765
90.1653,391.3426,12.1784
95.1293,412.8878,10.6996
107.8601,468.1429,13.0949
119.4489,518.4414,13.7199
123.9223,537.8572,12.5230
136.3209,591.6707,10.6464
143.8499,624.3486,9.2412
150.7304,654.2117,15.6199
156.9328,681.1320,11.7881
159.3080,691.4409,11.9222
167.2004,725.6963,9.9451
171.2216,743.1495,11.1566
174.4771,757.2791,11.7289
176.9529,768.0246,9.3603
164.9666,716.0010,9.8715
173.4215,752.6974,9.7574
171.9615,746.3608,10.9489
164.2532,712.9045,9.1134
177.3841,769.8964,7.7354
174.0157,755.2764,6.6399
171.9902,746.4852,9.8356
168.1330,729.7441,9.6132
163.2494,708.5475,6.1393
156.7896,680.5105,7.4592
152.1285,660.2798,7.5015
145.3921,631.0420,5.9073
136.9472,594.3887,8.7956
129.9855,564.1731,8.2712
120.9133,524.7972,8.2137
112.2247,487.0864,7.3136
100.8807,437.8504,6.8650
90.2042,391.5113,8.9833
75.7920,328.9582,7.1211
70.8913,307.6877,7.7160
59.6024,258.6910,3.7053
48.0258,208.4453,9.6626
33.5979,145.8241,8.5167
24.2085,105.0716,9.2010
11.8516,51.4392,8.1949
0.0000,0.0000,7.9768
0.0000,0.0000,7.6568
0.0000,0.0000,7.5955
0.0000,0.0000,7.4871
0.0000,0.0000,8.5863
0.0000,0.0000,7.8468
0.0000,0.0000,5.2989
0.0000,0.0000,8.1400
0.0000,0.0000,7.2182
0.0000,0.0000,12.1388
0.0000,0.0000,9.6136
0.0000,0.0000,8.4205
0.0000,0.0000,12.5186
0.0000,0.0000,11.7404
0.0000,0.0000,9.1678
0.0000,0.0000,11.0549
0.0000,0.0000,9.0183
0.0000,0.0000,9.5126
0.0000,0.0000,12.9060
0.0000,0.0000,12.5309
0.0000,0.0000,12.1879
0.0000,0.0000,13.7697
0.0000,0.0000,14.8371
0.0000,0.0000,13.4523
0.0000,0.0000,10.8265
0.0000,0.0000,17.2311
0.0000,0.0000,12.7890
0.0000,0.0000,16.5715
0.0000,0.0000,13.5980
0.0000,0.0000,16.8589
0.0000,0.0000,14.6775
0.0000,0.0000,17.0448
0.0000,0.0000,17.5451
0.0000,0.0000,16.4963
0.0000,0.0000,14.7076
0.0000,0.0000,18.3616
0.0000,0.0000,16.5410
0.0000,0.0000,19.1103
0.0000,0.0000,17.1433
0.0000,0.0000,18.0187
0.0000,0.0000,16.7709
0.0000,0.0000,17.9717
0.0000,0.0000,18.3778
0.0000,0.0000,14.3529
0.0000,0.0000,16.9352
0.0000,0.0000,16.8329
0.0000,0.0000,16.2606
0.0000,0.0000,17.4062
0.0000,0.0000,15.3381
0.0000,0.0000,16.6672
9.1111,39.5448,15.5709
21.5097,93.3582,17.4578
31.2543,135.6523,17.1582
45.4922,197.4489,14.7899
57.1245,247.9364,15.5012
68.4797,297.2208,16.1766
79.5090,345.0912,14.5276
89.3297,387.7156,13.6837
99.5623,432.1282,14.7343
109.3327,474.5343,12.0683
118.5990,514.7525,13.9342
123.9726,538.0754,10.8442
128.6389,558.3285,8.5973
142.9881,620.6082,10.9925
149.8652,650.4566,10.8064
156.0646,677.3638,11.8630
149.0380,646.8661,8.3992
166.3272,721.9064,10.5055
170.3465,739.3511,10.9207
166.1349,721.0718,8.9780
176.0749,764.2141,10.4283
165.5895,718.7043,10.0922
178.6471,775.3779,9.8111
178.7337,775.7537,8.6891
177.4727,770.2806,9.0615
176.5060,766.0850,7.1486
163.3834,709.1293,6.6633
169.3703,735.1140,7.7455
167.2594,725.9522,7.2631
156.9842,681.3549,7.8741
157.3121,682.7781,8.7846
151.2626,656.5218,11.4169
137.9053,598.5474,7.6151
129.2846,561.1310,6.4174
129.1304,560.4619,7.2515
116.6985,506.5041,8.7346
111.3783,483.4128,7.1835
100.0509,434.2487,6.3606
91.5769,397.4691,7.0886
80.5084,349.4287,7.6301
70.0650,304.1015,6.7047
54.2372,235.4044,6.6422
47.2107,204.9074,6.9474
33.3050,144.5531,5.2551
23.4050,101.5841,6.9831
9.9909,43.3634,8.4613
0.0000,0.0000,5.5581
0.0000,0.0000,9.7276
0.0000,0.0000,6.3497
0.0000,0.0000,8.2171
0.0000,0.0000,9.2172
0.0000,0.0000,5.0178
0.0000,0.0000,9.1160
0.0000,0.0000,7.3066
0.0000,0.0000,7.0002
0.0000,0.0000,10.4263
0.0000,0.0000,7.5991
0.0000,0.0000,8.0741
0.0000,0.0000,9.2553
0.0000,0.0000,8.4260
0.0000,0.0000,7.6082
0.0000,0.0000,10.4391
0.0000,0.0000,11.5304
0.0000,0.0000,10.3036
0.0000,0.0000,10.5325
0.0000,0.0000,11.8139
0.0000,0.0000,14.7475
0.0000,0.0000,12.5161
0.0000,0.0000,15.3923
0.0000,0.0000,13.7519
0.0000,0.0000,10.0778
0.0000,0.0000,15.0764
0.0000,0.0000,14.8165
0.0000,0.0000,15.2246
0.0000,0.0000,13.6230
0.0000,0.0000,13.1863
0.0000,0.0000,15.2049
0.0000,0.0000,14.4588
0.0000,0.0000,15.1206
0.0000,0.0000,14.2528
0.0000,0.0000,15.7914
0.0000,0.0000,14.9429
0.0000,0.0000,16.8572
0.0000,0.0000,18.2844
0.0000,0.0000,14.7454
0.0000,0.0000,16.7266
0.0000,0.0000,18.1204
0.0000,0.0000,16.4819
0.0000,0.0000,15.2599
0.0000,0.0000,18.1024
0.0000,0.0000,15.8834
0.0000,0.0000,15.5517
0.0000,0.0000,20.1570
0.0000,0.0000,16.2356
0.0000,0.0000,16.3690
0.0000,0.0000,14.7702
8.4391,36.6281,14.9043
20.7709,90.1513,14.9304
32.8244,142.4672,15.1663
44.6691,193.8763,14.0781
56.3050,244.3793,13.9682
67.6546,293.6397,13.8386
78.6786,341.4868,11.7183
88.4924,384.0814,12.8189
96.6149,419.3356,15.6525
108.4847,470.8538,12.1968
115.1123,499.6195,10.5540
126.4639,548.8882,13.5276
134.6008,584.2050,12.7539
142.1221,616.8496,11.2355
143.5811,623.1817,11.4536
145.7811,632.7305,10.3781
160.6839,697.4129,9.7851
162.2681,704.2886,9.6830
164.3058,713.1328,12.8391
160.3502,695.9644,9.6038
160.2489,695.5245,11.0563
169.8945,737.3895,10.2292
177.0760,768.5588,10.2937
177.8486,771.9124,6.8180
177.1343,768.8120,6.5641
161.1456,699.4167,8.1007
161.5736,701.2742,9.6059
163.5171,709.7098,7.8460
152.8460,663.3939,7.7283
161.7755,702.1505,7.2650
156.4384,678.9863,7.3192
150.3922,652.7441,6.1524
143.6627,623.5361,6.8154
136.2787,591.4875,7.7124
128.2719,556.7355,6.9654
113.4823,492.5448,6.1561
110.5292,479.7275,5.8494
95.5938,414.9035,7.0892
88.9661,386.1377,8.2038
80.1795,348.0013,6.3903
68.0146,295.2023,5.5853
57.6816,250.3543,6.1093
46.3958,201.3708,5.0010
33.1397,143.8354,7.1511
22.1275,96.0396,7.5279
10.3725,45.0196,7.1988
0.0000,0.0000,5.1882
0.0000,0.0000,4.8802
0.0000,0.0000,5.3996
0.0000,0.0000,9.1494
0.0000,0.0000,6.1744
0.0000,0.0000,7.6130
0.0000,0.0000,10.0778
0.0000,0.0000,7.4623
0.0000,0.0000,9.3493
0.0000,0.0000,8.6626
0.0000,0.0000,7.6367
0.0000,0.0000,8.8808
0.0000,0.0000,9.8816
0.0000,0.0000,12.3123
0.0000,0.0000,11.4369
0.0000,0.0000,11.8484
0.0000,0.0000,10.2858
0.0000,0.0000,10.7970
0.0000,0.0000,10.6736
0.0000,0.0000,8.0381
0.0000,0.0000,10.5823
0.0000,0.0000,12.7191
0.0000,0.0000,12.3779
0.0000,0.0000,15.0244
0.0000,0.0000,14.1778
0.0000,0.0000,13.4868
0.0000,0.0000,13.4825
0.0000,0.0000,14.2792
0.0000,0.0000,14.4674
0.0000,0.0000,13.3874
0.0000,0.0000,15.1178
0.0000,0.0000,15.2332
0.0000,0.0000,15.4049
0.0000,0.0000,14.3994
0.0000,0.0000,15.8357
0.0000,0.0000,15.5574
0.0000,0.0000,13.5902
0.0000,0.0000,16.9569
0.0000,0.0000,15.3100
0.0000,0.0000,16.5449
0.0000,0.0000,13.4409
0.0000,0.0000,18.1591
0.0000,0.0000,17.4420
0.0000,0.0000,17.2390
0.0000,0.0000,14.6429
0.0000,0.0000,18.5336
0.0000,0.0000,16.2597
0.0000,0.0000,15.9396
0.0000,0.0000,15.5952
0.0000,0.0000,15.7726
6.8332,29.6580,15.5706
19.0731,82.7826,14.3343
32.0173,138.9640,14.9942
43.8649,190.3857,12.7668
55.4853,240.8217,12.0204
66.8289,290.0558,16.6353
75.8825,329.3511,14.9270
85.7915,372.3590,13.7224
87.9735,381.8296,11.2011
98.0338,425.4939,10.9746
115.4782,501.2073,9.1188
115.3391,500.6037,11.7330
133.7355,580.4490,11.5055
138.5795,601.4736,10.4264
144.7786,628.3795,11.7504
148.3181,643.7419,8.0338
159.8034,693.5912,7.8690
164.5655,714.2601,12.1741
168.5803,731.6854,10.0429
162.7002,706.1640,6.8469
174.3024,756.5206,9.3086
175.9851,763.8243,6.8352
176.8716,767.6721,7.8245
166.8683,724.2546,7.4769
175.5154,761.7854,10.8464
173.5169,753.1116,7.8772
172.4308,748.3975,7.9437
160.7603,697.7444,7.1605
165.4966,718.3014,6.7686
160.8943,698.3260,9.2774
154.0446,668.5962,4.0679
149.0983,647.1279,6.2147
140.3109,608.9884,7.5129
131.0748,568.9009,7.1619
125.7654,545.8568,7.2478
118.8197,515.7105,7.0321
109.6778,476.0321,3.8583
100.0236,434.1302,6.3245
82.9323,359.9493,3.5363
78.5625,340.9830,4.9633
68.4105,296.9205,5.2588
57.1397,248.0022,6.6827
43.2763,187.8312,4.3197
33.6022,145.8427,6.6339
21.7769,94.5177,4.0163
9.1895,39.8848,5.7551
0.0000,0.0000,5.7035
0.0000,0.0000,4.9079
0.0000,0.0000,4.4978
0.0000,0.0000,8.0503
0.0000,0.0000,6.9401
0.0000,0.0000,4.8859
0.0000,0.0000,5.6818
0.0000,0.0000,5.5722
0.0000,0.0000,8.0217
0.0000,0.0000,7.8335
0.0000,0.0000,9.2774
0.0000,0.0000,8.2684
0.0000,0.0000,9.5876
0.0000,0.0000,8.8581
0.0000,0.0000,12.9263
0.0000,0.0000,12.6503
0.0000,0.0000,10.5207
0.0000,0.0000,11.3193
0.0000,0.0000,10.4832
0.0000,0.0000,8.9908
0.0000,0.0000,11.9010
0.0000,0.0000,12.0753
0.0000,0.0000,10.4019
0.0000,0.0000,13.0178
0.0000,0.0000,14.4204
0.0000,0.0000,15.9539
0.0000,0.0000,15.5914
0.0000,0.0000,14.2356
0.0000,0.0000,16.4493
0.0000,0.0000,14.6933
0.0000,0.0000,11.9670
0.0000,0.0000,16.8159
0.0000,0.0000,17.3885
0.0000,0.0000,16.2475
0.0000,0.0000,17.1665
0.0000,0.0000,15.1674
0.0000,0.0000,12.3395
0.0000,0.0000,13.0773
0.0000,0.0000,15.0126
0.0000,0.0000,16.3958
0.0000,0.0000,14.2860
0.0000,0.0000,17.6968
0.0000,0.0000,13.4737
0.0000,0.0000,13.3945
0.0000,0.0000,13.5351
0.0000,0.0000,16.2614
0.0000,0.0000,16.9542
0.0000,0.0000,18.1556
0.0000,0.0000,18.8427
0.0000,0.0000,16.2784
7.0618,30.6502,15.1028
17.6214,76.4818,17.4195
31.2114,135.4662,13.6483
42.6173,184.9710,15.4526
54.6658,237.2648,15.0165
66.0028,286.4704,15.9896
77.0145,334.2642,12.0238
84.3741,366.2071,11.7073
97.0289,421.1326,12.9039
106.7823,463.4650,11.1739
116.0325,503.6133,13.7476
124.7398,541.4055,12.5439
132.8670,576.6797,11.0308
139.3352,604.7536,12.1266
135.6576,588.7917,9.6413
153.4330,665.9419,10.2143
158.9186,689.7510,10.3540
163.6778,710.4070,10.4914
154.6703,671.3123,8.5885
170.9383,741.9196,8.1819
173.4085,752.6412,7.8677
166.2152,721.4200,7.7819
175.9762,763.7856,7.9759
163.0948,707.8767,7.4293
170.2468,738.9185,8.0100
173.8388,754.5089,9.4348
171.5381,744.5231,7.7393
168.4569,731.1497,5.9602
164.4507,713.7618,7.6056
160.0089,694.4830,8.0294
152.5344,662.0416,3.4507
136.3289,591.7055,5.2431
136.4217,592.1080,5.6728
133.1561,577.9346,5.9957
124.4867,540.3069,2.3382
117.9606,511.9816,6.9783
104.9562,455.5392,5.2354
99.1762,430.4523,7.8901
89.0574,386.5338,2.7692
78.5112,340.7605,5.4333
64.1060,278.2378,3.4346
56.3192,244.4408,7.4118
42.8630,186.0375,5.6722
31.9649,138.7368,7.0197
20.2375,87.8364,3.6745
8.8972,38.6162,4.4791
0.0000,0.0000,4.6382
0.0000,0.0000,3.8015
0.0000,0.0000,6.7055
0.0000,0.0000,8.3726
0.0000,0.0000,7.3327
0.0000,0.0000,9.0783
0.0000,0.0000,7.1256
0.0000,0.0000,5.7374
0.0000,0.0000,7.1840
0.0000,0.0000,9.1070
0.0000,0.0000,8.3158
0.0000,0.0000,7.9579
0.0000,0.0000,7.7729
0.0000,0.0000,6.9566
0.0000,0.0000,10.7640
0.0000,0.0000,8.5471
0.0000,0.0000,12.4394
0.0000,0.0000,9.1839
0.0000,0.0000,12.3600
0.0000,0.0000,9.6836
0.0000,0.0000,9.3503
0.0000,0.0000,11.0448
0.0000,0.0000,12.1351
0.0000,0.0000,15.2420
0.0000,0.0000,11.0755
0.0000,0.0000,15.6950
0.0000,0.0000,14.7533
0.0000,0.0000,13.1228
0.0000,0.0000,15.0805
0.0000,0.0000,14.8428
0.0000,0.0000,12.3427
0.0000,0.0000,16.0264
0.0000,0.0000,14.0676
0.0000,0.0000,15.3182
0.0000,0.0000,14.4543
0.0000,0.0000,15.3756
0.0000,0.0000,14.8959
0.0000,0.0000,15.2540
0.0000,0.0000,14.2806
0.0000,0.0000,15.7324
0.0000,0.0000,16.0861
0.0000,0.0000,12.3000
0.0000,0.0000,17.5184
0.0000,0.0000,16.3842
0.0000,0.0000,15.0777
0.0000,0.0000,15.4786
0.0000,0.0000,17.9051
0.0000,0.0000,14.5089
0.0000,0.0000,15.2595
0.0000,0.0000,14.3792
6.2744,27.2328,16.2581
18.3801,79.7746,10.7119
28.1067,121.9907,14.6686
41.8667,181.7130,15.9724
49.6220,215.3733,14.7847
64.9736,282.0036,16.1803
76.1815,330.6488,12.5356
83.8846,364.0826,14.9400
93.2458,404.7127,10.9226
98.8087,428.8574,12.5175
112.4088,487.8853,12.6390
122.5564,531.9288,9.0720
131.9958,572.8986,12.2312
139.5030,605.4819,10.1111
146.3636,635.2585,9.6088
152.5481,662.1010,9.9778
158.0300,685.8942,9.7200
156.2495,678.1663,12.7543
161.3553,700.3267,7.7578
164.6575,714.6594,8.0261
172.5102,748.7421,7.2158
172.8256,750.1110,9.4117
175.0761,759.8791,7.0348
175.1625,760.2540,6.8420
174.4495,757.1594,8.3015
171.1402,742.7960,8.1392
170.6411,740.6295,9.0083
167.5545,727.2333,3.0060
163.7159,710.5724,6.1166
159.1195,690.6229,6.3117
153.7925,667.5022,3.6508
147.7576,641.3091,7.5670
136.5969,592.8684,5.4816
133.6706,580.1674,5.3740
116.7419,506.6922,5.5510
117.0994,508.2439,9.0187
102.9875,446.9943,6.1146
95.5844,414.8627,4.3181
82.2007,356.7739,3.1362
75.4411,327.4352,5.3418
66.7555,289.7373,4.0239
55.4993,240.8824,5.4231
43.0519,186.8571,4.6259
29.3333,127.3146,2.5312
18.2059,79.0188,2.4741
8.0897,35.1114,5.7197
0.0000,0.0000,7.6695
0.0000,0.0000,3.6999
0.0000,0.0000,5.2969
0.0000,0.0000,7.7334
0.0000,0.0000,7.7851
0.0000,0.0000,5.6104
0.0000,0.0000,5.9611
0.0000,0.0000,7.2617
0.0000,0.0000,8.6202
0.0000,0.0000,5.3156
0.0000,0.0000,6.9391
0.0000,0.0000,10.0985
0.0000,0.0000,11.3205
0.0000,0.0000,10.2729
0.0000,0.0000,9.0559
0.0000,0.0000,9.8489
0.0000,0.0000,8.3564
0.0000,0.0000,10.6268
0.0000,0.0000,11.4032
0.0000,0.0000,11.0540
0.0000,0.0000,12.5719
0.0000,0.0000,8.0168
0.0000,0.0000,12.4064
0.0000,0.0000,12.6916
0.0000,0.0000,8.6843
0.0000,0.0000,9.8265
0.0000,0.0000,14.4509
0.0000,0.0000,13.5157
0.0000,0.0000,15.3736
0.0000,0.0000,12.7079
0.0000,0.0000,13.0797
0.0000,0.0000,14.7820
0.0000,0.0000,15.6067
0.0000,0.0000,12.6982
0.0000,0.0000,16.5628
0.0000,0.0000,15.6309
0.0000,0.0000,14.3241
0.0000,0.0000,13.1311
0.0000,0.0000,14.8636
0.0000,0.0000,15.7474
0.0000,0.0000,15.7565
0.0000,0.0000,14.1191
0.0000,0.0000,15.8043
0.0000,0.0000,14.0555
0.0000,0.0000,13.7738
0.0000,0.0000,14.9714
0.0000,0.0000,11.4230
0.0000,0.0000,14.5277
0.0000,0.0000,13.5205
0.0000,0.0000,14.8799
4.8887,21.2183,13.2807
17.3895,75.4753,13.3889
29.6046,128.4921,12.2501
41.4299,179.8175,14.1410
53.0286,230.1589,12.8699
61.5346,267.0771,11.9994
75.3483,327.0326,14.5023
83.6508,363.0679,14.6353
95.3339,413.7756,12.3511
100.9438,438.1239,12.0019
107.2259,465.3903,13.2121
123.0064,533.8820,13.2851
131.1223,569.1074,10.7879
136.7115,593.3658,8.8270
135.0118,585.9887,8.8614
151.6599,658.2461,8.4798
150.3878,652.7250,8.4128
150.8403,654.6890,6.4021
158.6584,688.6213,8.2006
169.1409,734.1186,11.2862
167.3861,726.5022,9.1307
171.4359,744.0796,7.6988
168.2365,730.1931,5.0818
174.2582,756.3290,6.1833
161.3912,700.4824,7.5285
172.0375,746.6904,7.5451
169.7400,736.7186,5.6109
158.3277,687.1860,6.5448
162.8197,706.6829,7.3596
155.5298,675.0424,4.4594
142.5459,618.6887,5.7538
146.1847,634.4822,6.1464
140.1608,608.3367,4.6192
119.7581,519.7834,5.0328
123.0279,533.9753,6.5565
111.2897,483.0283,4.4253
99.6615,432.5587,5.0703
97.4782,423.0824,4.9460
87.0301,377.7348,5.8254
76.8418,333.5147,2.7755
65.0558,282.3605,5.9050
54.0064,234.4030,4.2371
40.1008,174.0488,4.0978
31.3733,136.1690,3.9126
18.3565,79.6721,3.9052
7.3278,31.8047,7.0994
0.0000,0.0000,5.7462
0.0000,0.0000,5.7233
0.0000,0.0000,4.4650
0.0000,0.0000,5.1917
0.0000,0.0000,4.4560
0.0000,0.0000,4.1992
0.0000,0.0000,5.9167
0.0000,0.0000,6.1419
0.0000,0.0000,9.6655
0.0000,0.0000,7.9728
0.0000,0.0000,7.3261
0.0000,0.0000,8.2471
0.0000,0.0000,9.5631
0.0000,0.0000,9.8219
0.0000,0.0000,7.6673
0.0000,0.0000,8.5109
0.0000,0.0000,7.5261
0.0000,0.0000,8.6989
0.0000,0.0000,9.1970
0.0000,0.0000,10.1703
0.0000,0.0000,11.4174
0.0000,0.0000,11.0603
0.0000,0.0000,10.0278
0.0000,0.0000,9.5280
0.0000,0.0000,12.1081
0.0000,0.0000,12.1514
0.0000,0.0000,15.6316
0.0000,0.0000,14.0923
0.0000,0.0000,13.4193
0.0000,0.0000,11.1063
0.0000,0.0000,13.9169
0.0000,0.0000,13.6324
0.0000,0.0000,13.6400
0.0000,0.0000,12.9351
0.0000,0.0000,14.7970
0.0000,0.0000,14.6540
0.0000,0.0000,13.2097
0.0000,0.0000,13.3161
0.0000,0.0000,14.6193
0.0000,0.0000,16.5477
0.0000,0.0000,15.4392
0.0000,0.0000,16.2652
0.0000,0.0000,14.1893
0.0000,0.0000,13.7105
0.0000,0.0000,13.0995
0.0000,0.0000,14.3175
0.0000,0.0000,14.2465
0.0000,0.0000,13.8908
0.0000,0.0000,13.3251
0.0000,0.0000,17.2010
4.7087,20.4370,13.4335
16.1710,70.1868,12.6583
28.8042,125.0184,13.4051
39.6240,171.9790,12.8568
52.2115,226.6125,13.2064
63.5257,275.7192,14.0083
66.0518,286.6832,14.5907
84.2926,365.8531,13.0988
88.4038,383.6969,9.9801
98.8863,429.1939,12.6063
109.7730,476.4454,11.4080
114.6242,497.5007,7.9790
122.1500,530.1649,9.8049
121.3299,526.6055,10.4873
144.5935,627.5760,9.1672
135.2698,587.1084,10.6526
156.2428,678.1371,9.1307
160.3881,696.1288,8.7531
155.7214,675.8741,6.6722
164.9622,715.9818,8.9692
170.7017,740.8926,10.2249
161.0085,698.8216,6.3304
172.3033,747.8442,9.2613
173.3501,752.3876,9.5560
172.6382,749.2975,5.9375
162.9224,707.1284,8.1635
168.8353,732.7920,7.7792
159.2202,691.0598,5.4644
155.2172,673.6857,4.9377
154.3036,669.7205,5.3548
144.6584,627.8577,4.1499
143.8707,624.4387,3.9066
137.1415,595.2323,5.0173
122.8946,533.3967,3.5593
123.9391,537.9301,4.6722
110.9168,481.4099,6.2969
106.2558,461.1795,4.3834
81.4351,353.4509,5.1997
85.4054,370.6832,5.3197
74.9942,325.4955,5.8432
64.3744,279.4027,5.4392
53.6842,233.0043,2.6815
40.1287,174.1695,3.7246
27.3882,118.8724,2.9385
18.1597,78.8181,3.5677
6.0800,26.3888,3.0755
0.0000,0.0000,4.7123
0.0000,0.0000,4.6785
0.0000,0.0000,5.1927
0.0000,0.0000,5.4741
0.0000,0.0000,8.0631
0.0000,0.0000,6.1784
0.0000,0.0000,4.9365
0.0000,0.0000,9.4470
0.0000,0.0000,7.6933
0.0000,0.0000,8.8864
0.0000,0.0000,8.7070
0.0000,0.0000,6.6771
0.0000,0.0000,6.9033
0.0000,0.0000,5.3936
0.0000,0.0000,9.5452
0.0000,0.0000,9.5090
0.0000,0.0000,8.6697
0.0000,0.0000,8.5896
0.0000,0.0000,9.9291
0.0000,0.0000,9.7212
0.0000,0.0000,9.8366
0.0000,0.0000,11.0956
0.0000,0.0000,11.6970
0.0000,0.0000,10.9197
0.0000,0.0000,12.1100
0.0000,0.0000,12.8393
0.0000,0.0000,12.3385
0.0000,0.0000,12.4484
0.0000,0.0000,11.6409
0.0000,0.0000,12.7766
0.0000,0.0000,13.6064
0.0000,0.0000,12.0869
0.0000,0.0000,14.3221
0.0000,0.0000,13.4584
0.0000,0.0000,11.8328
0.0000,0.0000,14.5778
0.0000,0.0000,13.6151
0.0000,0.0000,15.7231
0.0000,0.0000,13.8091
0.0000,0.0000,13.8410
0.0000,0.0000,13.4614
0.0000,0.0000,14.4602
0.0000,0.0000,13.9213
0.0000,0.0000,13.9508
0.0000,0.0000,16.9760
0.0000,0.0000,14.4108
0.0000,0.0000,18.2038
0.0000,0.0000,14.4838
0.0000,0.0000,14.9253
0.0000,0.0000,15.1109
3.9309,17.0610,13.3936
16.0106,69.4904,12.3044
28.0063,121.5551,10.3238
37.5427,162.9459,13.3494
51.3959,223.0723,14.2616
60.1486,261.0617,10.8927
73.6827,319.8035,13.8376
79.8425,346.5385,12.8943
93.6372,406.4114,9.9522
103.3619,448.6194,11.0738
103.9912,451.3506,11.3459
116.8730,507.2615,7.1471
125.0851,542.9041,9.5833
128.7951,559.0065,11.6382
143.7051,623.7198,12.8690
149.8755,650.5013,5.7388
155.3450,674.2405,7.1731
146.0330,633.8236,11.5394
154.9508,672.5295,7.2960
162.9330,707.1747,7.7021
168.6561,732.0143,7.4769
171.4691,744.2234,7.7251
169.1196,734.0261,5.8240
166.8256,724.0695,3.4754
170.7518,741.1102,6.2665
160.6182,697.1276,8.0701
155.0343,672.8920,4.8295
163.8106,710.9835,5.5128
142.9414,620.4053,3.9329
156.4321,678.9586,1.8772
145.4492,631.2899,5.8942
145.0959,629.7567,2.9841
136.1475,590.9179,6.7055
129.2851,561.1333,6.2920
123.0671,534.1456,6.9427
103.4973,449.2071,4.4636
105.3980,457.4564,2.1070
95.7782,415.7038,5.6170
81.7646,354.8811,5.6733
69.3288,300.9064,2.8314
61.7625,268.0664,6.2988
53.0470,230.2388,6.1876
41.5301,180.2522,5.0322
28.1481,122.1708,4.0070
17.4501,75.7382,3.4110
5.3078,23.0373,2.6479
0.0000,0.0000,3.6373
0.0000,0.0000,7.2642
0.0000,0.0000,4.7351
0.0000,0.0000,4.4042
0.0000,0.0000,6.3363
0.0000,0.0000,4.0428
0.0000,0.0000,7.0045
0.0000,0.0000,5.9403
0.0000,0.0000,7.7919
0.0000,0.0000,6.4192
0.0000,0.0000,5.4102
0.0000,0.0000,6.3527
0.0000,0.0000,8.4418
0.0000,0.0000,6.4501
0.0000,0.0000,8.3074
0.0000,0.0000,7.1274
0.0000,0.0000,6.6519
0.0000,0.0000,7.1498
0.0000,0.0000,8.6835
0.0000,0.0000,10.6549
0.0000,0.0000,9.1340
0.0000,0.0000,9.4728
0.0000,0.0000,10.0916
0.0000,0.0000,10.6662
0.0000,0.0000,12.5318
0.0000,0.0000,7.9295
0.0000,0.0000,11.5336
0.0000,0.0000,11.6978
0.0000,0.0000,12.1686
0.0000,0.0000,12.0154
0.0000,0.0000,13.7508
0.0000,0.0000,11.4337
0.0000,0.0000,13.6991
0.0000,0.0000,11.7661
0.0000,0.0000,13.8454
0.0000,0.0000,10.8630
0.0000,0.0000,12.8174
0.0000,0.0000,12.8951
0.0000,0.0000,14.0565
0.0000,0.0000,16.2283
0.0000,0.0000,10.9664
0.0000,0.0000,12.8244
0.0000,0.0000,14.4016
0.0000,0.0000,16.8512
0.0000,0.0000,15.2454
0.0000,0.0000,14.3387
0.0000,0.0000,13.5855
0.0000,0.0000,15.1700
0.0000,0.0000,13.4742
0.0000,0.0000,14.7228
3.1363,13.6125,11.2355
15.2004,65.9740,14.8814
26.4732,114.9012,14.1395
38.9648,169.1179,11.9689
47.0018,204.0009,14.5657
60.1684,261.1477,12.9345
70.3931,305.5254,10.7195
82.4313,357.7748,12.8184
87.1408,378.2151,12.3872
88.8884,385.8001,9.6026
104.9374,455.4576,10.4310
115.3624,500.7047,8.4108
120.8898,524.6953,11.0315
135.9756,590.1721,8.5031
142.8148,619.8561,10.7510
146.7169,636.7923,9.0943
130.5317,566.5439,8.7266
152.4231,661.5587,6.8553
158.0901,686.1550,9.6577
164.3885,713.4919,7.1663
164.6444,714.6025,9.4206
163.0432,707.6526,5.9175
168.7896,732.5939,4.2614
171.1593,742.8789,5.1589
169.4536,735.4758,3.3259
161.8298,702.3861,8.4745
155.7973,676.2034,2.7248
163.9472,711.5765,4.3039
160.1132,694.9357,6.0196
147.1101,638.4988,4.3908
139.9503,607.4232,6.0743
143.2168,621.6007,3.3410
132.9910,577.2178,4.4595
122.6945,532.5283,3.1747
122.1943,530.3572,4.5279
113.6417,493.2363,3.0025
101.2745,439.5594,2.0463
93.7302,406.8153,4.8389
84.8477,368.2624,5.8933
68.5813,297.6619,2.5393
62.6813,272.0544,3.6584
52.2331,226.7061,1.1712
33.5968,145.8194,4.6031
27.9221,121.1899,4.8966
17.0370,73.9451,7.6944
4.9977,21.6914,3.2428
0.0000,0.0000,5.9243
0.0000,0.0000,4.2634
0.0000,0.0000,2.7873
0.0000,0.0000,5.9040
0.0000,0.0000,5.2517
0.0000,0.0000,4.5282
0.0000,0.0000,6.9348
0.0000,0.0000,5.2973
0.0000,0.0000,4.8103
0.0000,0.0000,6.2197
